"Product","Quality","Form","Country / Region","Producer Scope","Price level (INCOTERMS)","Quantity / Unit","Currency","Fairtrade minimum price","Fairtrade premium","Date of validity","Specific Product Standard","Product Specific Information"
"Sweet Potato","Conventional","","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Sweet Potato","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Sweet Potato","Organic","","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Table Grape","Conventional","fresh","Argentina","SPO / HL","EXW","1 Kg","USD ","1","0.15","28/10/2013","Fresh Fruit","unpacked; "
"Table Grape","Conventional","fresh","Brazil","SPO / HL","EXW","1 Kg","USD ","1","0.15","28/10/2013","Fresh Fruit","unpacked; "
"Table Grape","Conventional","","Central America and Mexico","SPO / HL","EXW","1 kg","USD","0.88","0.1","10/03/2011","Fresh Fruit","packed in boxes/bags; "
"Table Grape","Conventional","","Central America and Mexico","SPO / HL","FOB","1 kg","USD","1.1","0.1","10/03/2011","Fresh Fruit","packed in boxes/bags; "
"Table Grape","Conventional","","Chile","SPO / HL","EXW","1 kg","USD","0.88","0.17","01/12/2009","Fresh Fruit","packed in boxes/bags; "
"Table Grape","Conventional","","Chile","SPO / HL","FOB","1 kg","USD","1.1","0.17","01/12/2009","Fresh Fruit","packed in boxes/bags; "
"Table Grape","Conventional","","Namibia","SPO / HL","FOB","1 kg","ZAR","10.23","1.31","19/12/2005","Fresh Fruit","Post-Christmas; "
"Table Grape","Conventional","","South Africa","SPO / HL","FOB","1 kg","ZAR","10.23","1.31","19/12/2005","Fresh Fruit","Post-Christmas; "
"Table Grape","Conventional","","Namibia","SPO / HL","FOB","1 kg","ZAR","12.42","1.31","19/12/2005","Fresh Fruit","Post-Christmas packed in punnets; "
"Table Grape","Conventional","","South Africa","SPO / HL","FOB","1 kg","ZAR","12.42","1.31","19/12/2005","Fresh Fruit","Post-Christmas packed in punnets; "
"Table Grape","Conventional","","Namibia","SPO / HL","FOB","1 kg","ZAR","11.42","1.31","19/12/2005","Fresh Fruit","Pre-Christmas; "
"Table Grape","Conventional","","South Africa","SPO / HL","FOB","1 kg","ZAR","11.42","1.31","19/12/2005","Fresh Fruit","Pre-Christmas; "
"Table Grape","Conventional","","Namibia","SPO / HL","FOB","1 kg","ZAR","14.34","1.31","19/12/2005","Fresh Fruit","Pre-Christmas packed in punnets; "
"Table Grape","Conventional","","South Africa","SPO / HL","FOB","1 kg","ZAR","14.34","1.31","19/12/2005","Fresh Fruit","Pre-Christmas packed in punnets; "
"Table Grape","Conventional","","India","SPO / HL","FOB","1 kg","EUR","1.36","0.12","01/02/2011","Fresh Fruit","red and green seedless; packed in punnets; "
"Table Grape","Conventional","","India","SPO / HL","EXW","1 kg","EUR","0.83","0.12","01/02/2011","Fresh Fruit","red and green seedless; unpacked; "
"Table Grape","Conventional","","Egypt","SPO / HL","FOB","1 kg","EUR","1.33","0.2","04/05/2006","Fresh Fruit","seeded red and white; "
"Table Grape","Conventional","","Egypt","SPO / HL","FOB","1 kg","EUR","1.33","0.2","04/05/2006","Fresh Fruit","seedless red and white; "
"Table Grape","Organic","fresh","Argentina","SPO / HL","EXW","1 Kg","USD ","1.15","0.15","28/10/2013","Fresh Fruit","unpacked; "
"Table Grape","Organic","fresh","Brazil","SPO / HL","EXW","1 Kg","USD ","1.15","0.15","28/10/2013","Fresh Fruit","unpacked; "
"Table Grape","Organic","","Central America and Mexico","SPO / HL","EXW","1 kg","USD","1.01","0.1","10/03/2011","Fresh Fruit","packed in boxes/bags; "
"Table Grape","Organic","","Central America and Mexico","SPO / HL","FOB","1 kg","USD","1.27","0.1","10/03/2011","Fresh Fruit","packed in boxes/bags; "
"Table Grape","Organic","","Chile","SPO / HL","EXW","1 kg","USD","1.01","0.17","01/12/2009","Fresh Fruit","packed in boxes/bags; "
"Table Grape","Organic","","Chile","SPO / HL","FOB","1 kg","USD","1.27","0.17","01/12/2009","Fresh Fruit","packed in boxes/bags; "
"Table Grape","Organic","","Namibia","SPO / HL","FOB","1 kg","ZAR","12.34","1.31","19/12/2005","Fresh Fruit","Post-Christmas; "
"Table Grape","Organic","","South Africa","SPO / HL","FOB","1 kg","ZAR","12.34","1.31","19/12/2005","Fresh Fruit","Post-Christmas; "
"Table Grape","Organic","","Namibia","SPO / HL","FOB","1 kg","ZAR","14.61","1.31","19/12/2005","Fresh Fruit","Post-Christmas packed in punnets; "
"Table Grape","Organic","","South Africa","SPO / HL","FOB","1 kg","ZAR","14.61","1.31","19/12/2005","Fresh Fruit","Post-Christmas packed in punnets; "
"Table Grape","Organic","","Namibia","SPO / HL","FOB","1 kg","ZAR","13.32","1.31","19/12/2005","Fresh Fruit","Pre-Christmas; "
"Table Grape","Organic","","South Africa","SPO / HL","FOB","1 kg","ZAR","13.32","1.31","19/12/2005","Fresh Fruit","Pre-Christmas; "
"Table Grape","Organic","","Namibia","SPO / HL","FOB","1 kg","ZAR","16.58","1.31","19/12/2005","Fresh Fruit","Pre-Christmas packed in punnets; "
"Table Grape","Organic","","South Africa","SPO / HL","FOB","1 kg","ZAR","16.58","1.31","19/12/2005","Fresh Fruit","Pre-Christmas packed in punnets; "
"Table Grape","Organic","","Egypt","SPO / HL","EXW","1 kg","EUR","0.94","0.12","17/08/2004","Fresh Fruit","seedless red and white; pre-packed"
"Tomato","Conventional","dried","Burkina Faso","SPO","FOB","1 kg","USD","8.12","0.81","before 2004","Prepared and Preserved Fruit & Vegetables",""
"Tomato","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Tomato","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","02/06/2013","Vegetables",""
"Tomato","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Tomato","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","02/06/2013","Vegetables",""
"Turmeric","Conventional","dried","Worldwide","SPO","","1 kg","","Commercial price","15% of the commercial price","22/07/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Turmeric","Conventional","fresh","Worldwide","SPO","","1 kg","","Commercial price","15% of the commercial price","22/07/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Turmeric","Organic","dried","India","SPO","EXW","1 kg","EUR","1","0.03","21/03/2005","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Turmeric","Organic","dried","Sri Lanka","SPO","EXW","1 kg","EUR","1","0.03","21/03/2005","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Turmeric","Organic","dried","worldwide (exc. India and Sri Lanka)","SPO","","1 kg","","Commercial price","15% of the commercial price","22/07/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Turmeric","Organic","Fresh","India","SPO","EXW","1 kg","EUR","0.21","0.03","21/03/2005","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Turmeric","Organic","Fresh","Sri Lanka","SPO","EXW","1 kg","EUR","0.21","0.03","21/03/2005","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Turmeric","Organic","fresh","worldwide (exc. India and Sri Lanka)","SPO","","1 kg","","Commercial price","15% of the commercial price","22/07/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Vanilla","Conventional","Cured","Africa","SPO","EXW","1 kg","USD","41","6.5","01/06/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Vanilla","Conventional","Cured","Central America and Mexico","SPO","EXW","1 kg","USD","41","6.5","01/06/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Vanilla","Conventional","Cured","Pacific","SPO","EXW","1 kg","USD","39","6.5","01/06/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Vanilla","Conventional","Cured","South-Eastern Asia","SPO","EXW","1 kg","USD","39","6.5","01/06/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Vanilla","Conventional","Cured","Southern Asia","SPO","EXW","1 kg","USD","41","6.5","01/06/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Vanilla","Conventional","Green","Africa","SPO","EXW","1 kg","USD","5.1","0.5","01/06/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Vanilla","Conventional","Green","Central America and Mexico","SPO","EXW","1 kg","USD","5.1","0.5","01/06/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Vanilla","Conventional","Green","Pacific","SPO","EXW","1 kg","USD","4.9","0.5","01/06/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Vanilla","Conventional","Green","South-Eastern Asia","SPO","EXW","1 kg","USD","4.9","0.5","01/06/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Vanilla","Conventional","Green","Southern Asia","SPO","EXW","1 kg","USD","5.1","0.5","01/06/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Vanilla","Organic","Cured","Africa","SPO","EXW","1 kg","USD","45","6.5","01/06/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Vanilla","Organic","Cured","Central America and Mexico","SPO","EXW","1 kg","USD","45","6.5","01/06/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Vanilla","Organic","Cured","Pacific","SPO","EXW","1 kg","USD","43","6.5","01/06/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Vanilla","Organic","Cured","South-Eastern Asia","SPO","EXW","1 kg","USD","43","6.5","01/06/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Vanilla","Organic","Cured","Southern Asia","SPO","EXW","1 kg","USD","45","6.5","01/06/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Vanilla","Organic","Green","Africa","SPO","EXW","1 kg","USD","5.6","0.5","01/06/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Vanilla","Organic","Green","Central America and Mexico","SPO","EXW","1 kg","USD","5.6","0.5","01/06/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Vanilla","Organic","Green","Pacific","SPO","EXW","1 kg","USD","5.4","0.5","01/06/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Vanilla","Organic","Green","South-Eastern Asia","SPO","EXW","1 kg","USD","5.4","0.5","01/06/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Vanilla","Organic","Green","Southern Asia","SPO","EXW","1 kg","USD","5.6","0.5","01/06/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Walnut","Conventional","halves","South America","SPO","EXW","1 kg","EUR","7.94","1.22","01/12/2009","Nuts",""
"Walnut","Conventional","halves","South America","SPO","FOB","1 kg","EUR","8.11","1.22","01/12/2009","Nuts",""
"Walnut","Conventional","in pieces","South America","SPO","EXW","1 kg","EUR","4.96","0.76","01/12/2009","Nuts",""
"Walnut","Conventional","in pieces","South America","SPO","FOB","1 kg","EUR","5.07","0.76","01/12/2009","Nuts",""
"Walnut","Conventional","in shell","Central Asia","SPO","EXW","1 kg","USD","1.06","0.2","18/12/2012","Nuts",""
"Walnut","Conventional","in shell","South America","SPO","EXW","1 kg","EUR","3.24","0.51","01/12/2009","Nuts",""
"Walnut","Conventional","in shell","South America","SPO","FOB","1 kg","EUR","3.39","0.51","01/12/2009","Nuts",""
"Walnut","Conventional","Mixed halves; quarters and pieces; extra light","Central Asia","SPO","EXW","1 kg","USD","5.1","0.75","18/12/2012","Nuts",""
"Walnut","Conventional","Mixed halves; quarters and pieces; light","Central Asia","SPO","EXW","1 kg","USD","4.25","0.75","18/12/2012","Nuts",""
"Walnut","Conventional","quarters","South America","SPO","EXW","1 kg","EUR","6.73","1.03","01/12/2009","Nuts",""
"Walnut","Conventional","quarters","South America","SPO","FOB","1 kg","EUR","6.88","1.03","01/12/2009","Nuts",""
"Walnut","Organic","halves","South America","SPO","EXW","1 kg","EUR","9.13","1.22","01/12/2009","Nuts",""
"Walnut","Organic","halves","South America","SPO","FOB","1 kg","EUR","9.33","1.22","01/12/2009","Nuts",""
"Walnut","Organic","in pieces","South America","SPO","EXW","1 kg","EUR","5.7","0.76","01/12/2009","Nuts",""
"Walnut","Organic","in pieces","South America","SPO","FOB","1 kg","EUR","5.83","0.76","01/12/2009","Nuts",""
"Walnut","Organic","in shell","Central Asia","SPO","EXW","1 kg","USD","1.25","0.2","18/12/2012","Nuts",""
"Walnut","Organic","in shell","Pakistan","CP","EXW","1 kg","GBP","0.21","0.05","15/11/2007","Nuts","excluding transport to processing plant"
"Walnut","Organic","in shell","South America","SPO","EXW","1 kg","EUR","3.73","0.51","01/12/2009","Nuts",""
"Walnut","Organic","in shell","South America","SPO","FOB","1 kg","EUR","3.9","0.51","01/12/2009","Nuts",""
"Walnut","Organic","Mixed halves; quarters and pieces; extra light","Central Asia","SPO","EXW","1 kg","USD","6","0.75","18/12/2012","Nuts",""
"Walnut","Organic","Mixed halves; quarters and pieces; light","Central Asia","SPO","EXW","1 kg","USD","5","0.75","18/12/2012","Nuts",""
"Walnut","Organic","quarters","South America","SPO","EXW","1 kg","EUR","7.74","1.03","01/12/2009","Nuts",""
"Walnut","Organic","quarters","South America","SPO","FOB","1 kg","EUR","7.91","1.03","01/12/2009","Nuts",""
"Watermelon","Conventional","","Worldwide","SPO / HL","EXW/FOB","1 kg","USD","Commercial price","0.02","31/03/2011","Fresh Fruit",""
"Watermelon","Organic","","Worldwide","SPO / HL","EXW/FOB","1 kg","USD","Commercial price","0.02","31/03/2011","Fresh Fruit",""
"Wine grape","Conventional","","Georgia","SPO / HL","EXW","1 kg","EUR","0.25","0.05","31/03/2010","Fresh Fruit",""
"Wine grape","Conventional","","Lebanon","SPO / HL","EXW","1 kg","EUR","0.72","0.05","31/03/2010","Fresh Fruit",""
"Wine grape","Conventional","","Northern Africa","SPO / HL","EXW","1 kg","EUR","0.25","0.05","31/03/2010","Fresh Fruit",""
"Wine grape","Conventional","","South Africa","SPO / HL","EXW","1 kg","ZAR","2.19","0.6","27/01/2014","Fresh Fruit",""
"Wine grape","Conventional","","South America","SPO / HL","EXW","1 kg","EUR","0.28","0.05","31/07/2014","Fresh Fruit",""
"Wine grape","Organic","","Georgia","SPO / HL","EXW","1 kg","EUR","0.3","0.05","31/03/2010","Fresh Fruit",""
"Wine grape","Organic","","Lebanon","SPO / HL","EXW","1 kg","EUR","0.8","0.05","31/03/2010","Fresh Fruit",""
"Wine grape","Organic","","Northern Africa","SPO / HL","EXW","1 kg","EUR","0.3","0.05","31/03/2010","Fresh Fruit",""
"Wine grape","Organic","","South Africa","SPO / HL","EXW","1 kg","ZAR","2.57","0.6","27/01/2014","Fresh Fruit",""
"Wine grape","Organic","","South America","SPO / HL","EXW","1 kg","EUR","0.33","0.05","31/07/2014","Fresh Fruit",""
"Young plant material for plants","Conventional","","Worldwide","HL","FOB","1 units","","Commercial price","0.01 EUR/unit","01/11/2022","Flowers and Plants",""
"Zucchini","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Zucchini","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Zucchini","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Zucchini","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
